Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,120854,4,2,144,370,36,36,36.0,0.0,185,185,185.0,0.0,4253.0656825591,49.6466811194,24170.8,38524.9527864733,88368,3,32483,10827.6666666667,18670.9303821029,32387,47,3,3.0,0.0,3,3,0,0,0,0,104,40,33.0977874129,16.5488937065,36,185,78.5714285714,72.7045554347,5285.9523809524,0,0,0,0,0,0,0,0,0,91.6666666667,36.0,185.0,104,0,0,0,0,0,0,4,144,2,370,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1605655,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,7245.018388,4.982390364,229379.2857,606441.8231,1604660,13,728,364.0,343.6538957,607,121,1605632,401408.0,802168.0736,1604660,13,0,0,0,0,72,112,1.868396387,3.113993978,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
56738,97,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,82474.2268,20618.5567,97.0,0.0,97,97,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,10309.27835,10309.27835,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,2888212,7,8,1924,2658,1589,0,274.8571428571,586.0023971997,1460,0,332.25,572.4545521574,1586.4486401968,5.1935245751,206300.857142857,688940.612368435,2596969,83,2888212,481368.666666667,1038208.47637759,2596969,108,232145,33163.5714285714,43148.1500640802,108839,187,0,0,0,0,152,168,2.4236448017,2.7698797734,0,1589,286.375,544.9218751344,296939.85,0,0,0,1,0,0,0,0,1,305.4666666667,274.8571428571,332.25,152,0,0,0,0,0,0,7,1924,8,2658,8192,6286,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5277524,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.757931181,1759174.667,3046387.548,5276840,129,5277524,2638762.0,3730805.686,5276840,684,0,0.0,0.0,0,0,0,0,0,0,104,40,0.568448386,0.189482795,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5014978,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.797610677,1671659.333,2894786.627,5014271,130,5014978,2507489.0,3545125.102,5014271,707,0,0.0,0.0,0,0,0,0,0,0,104,40,0.598208008,0.199402669,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
53262,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,151,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5648019,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.708212915,1882673.0,3259871.206,5646848,128,5648019,2824009.5,3992096.491,5646848,1171,0,0.0,0.0,0,0,0,0,0,0,104,40,0.531159686,0.177053229,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
443,279756,7,8,474,673,314,0,67.7142857143,122.6454432986,357,0,84.125,127.1797799517,4100.0014298174,53.6181529619,19982.5714285714,28883.3948535094,88207,4,279337,46556.1666666667,27915.3901381777,88258,4374,228870,32695.7142857143,44965.9502872795,118286,4,0,0,0,0,236,264,25.0218047155,28.5963482463,0,357,71.6875,118.3107314096,13997.4291666667,0,0,0,1,0,0,0,0,1,76.4666666667,67.7142857143,84.125,236,0,0,0,0,0,0,7,474,8,673,65535,114,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5566776,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.718548761,1855592.0,3213217.538,5565896,99,5566776,2783388.0,3935060.551,5565896,880,0,0.0,0.0,0,0,0,0,0,0,104,40,0.538911571,0.17963719,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,1563439,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,7440.648468,5.756540549,195429.875,552302.6212,1562309,2,783,391.5,529.6229791,766,17,1563381,312676.2,698566.0475,1562309,2,0,0,0,0,72,132,1.91884685,3.8376937,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,705776,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,16482.56671,12.75192129,88222.0,249149.3676,704835,3,816,408.0,544.4722215,793,23,705628,141125.6,315123.2839,704835,3,0,0,0,0,72,132,4.25064043,8.50128086,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
49156,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,5006190,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.799010825,1668730.0,2889719.804,5005491,92,5006190,2503095.0,3538922.362,5005491,699,0,0.0,0.0,0,0,0,0,0,0,104,40,0.599258118,0.199752706,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
1043,43,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,5948346,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.672455839,1982782.0,3433481.571,5947425,124,5948346,2974173.0,4204813.303,5947425,921,0,0.0,0.0,0,0,0,0,0,0,104,40,0.504341879,0.16811396,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
53,194,2,2,66,190,33,33,33.0,0.0,95,95,95.0,0.0,1319587.62886598,20618.5567010309,64.6666666667,28.0059517484,97,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,52,64,10309.2783505155,10309.2783505155,33,95,57.8,33.9587985653,1153.2,0,0,0,0,0,0,0,0,1,72.25,33.0,95.0,52,0,0,0,0,0,0,2,66,2,190,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,180,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1177777.77777778,22222.2222222222,60.0,62.864934582,128,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,11111.1111111111,11111.1111111111,45,61,51.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61374,2,2,76,272,38,38,38.0,0.0,136,136,136.0,0.0,5670.1534851892,65.1741779907,20458.0,35429.0992688214,61368,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,32.5870889953,32.5870889953,38,136,77.2,53.6768106355,2881.2,0,0,0,0,0,0,0,0,1,96.5,38.0,136.0,64,0,0,0,0,0,0,2,76,2,272,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,802332,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,14498.98546,8.724567885,133722.0,327113.7702,801440,4,781,390.5,482.9539316,732,49,802264,267421.3333,462473.9114,801440,4,0,0,0,0,72,92,3.739100522,4.985467363,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,101069008,2,2,105,176,55,50,52.5,3.5355339059,110,66,88.0,31.1126983722,2.7802785994,0.0395769196,33689669.3333333,58279555.4347806,100985103,35838,101033170,101033170.0,0.0,101033170,101033170,101020941,101020941.0,0.0,101020941,101020941,0,0,0,0,52,52,0.0197884598,0.0197884598,50,110,67.2,24.6312809249,606.7,0,0,0,0,0,0,0,0,1,84.0,52.5,88.0,52,0,0,0,0,0,0,2,105,2,176,-1,-1,1,20,48067.0,0.0,48067,48067,100985103.0,0.0,100985103,100985103,BENIGN
444,69714525,20,20,3737,120,705,6,186.85,227.1610315,6,6,6.0,0.0,55.32562977,0.573768522,1787551.923,8993025.335,55000000,33,69700000,3669160.421,12800000.0,55000000,417,69700000,3669169.263,12800000.0,55000000,530,1,0,0,0,400,400,0.286884261,0.286884261,6,705,94.95121951,181.0434963,32776.74756,0,1,0,0,1,0,0,0,1,97.325,186.85,6.0,400,0,0,0,0,0,0,20,3737,20,120,255,1063,19,20,557579.0,11.3137085,557587,557571,34000000.0,29700000.0,55000000,13000000,Infiltration
53,46881,1,1,41,57,41,41,41.0,0.0,57,57,57.0,0.0,2090.3990955824,42.6612060323,46881.0,0.0,46881,46881,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,21.3306030161,21.3306030161,41,57,46.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,69.5,41.0,57.0,32,0,0,0,0,0,0,1,41,1,57,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,64064288,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0312186409,64064288.0,0.0,64064288,64064288,64064288,64064288.0,0.0,64064288,64064288,0,0.0,0.0,0,0,0,0,0,0,64,0,0.0312186409,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,33304,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,132484,6,6,356,3782,212,0,59.3333333333,89.2248097037,1460,0,630.3333333333,677.217148828,31233.9603272848,90.5769753329,12044.0,19531.0978186071,44128,36,132484,26496.8,23300.0825148753,44632,88,90855,18171.0,23644.5425732874,46118,49,0,0,0,0,132,132,45.2884876664,45.2884876664,0,1460,318.3076923077,533.9168762731,285067.230769231,0,0,0,1,0,0,0,0,1,344.8333333333,59.3333333333,630.3333333333,132,0,0,0,0,0,0,6,356,6,3782,8192,60,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,79,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,255,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
53,128262,4,2,160,112,40,40,40.0,0.0,56,56,56.0,0.0,2120.6592755454,46.7792487253,25652.4,35497.5852460417,71580,1,71585,23861.6666666667,41325.2889201435,71580,1,48,48.0,0.0,48,48,0,0,0,0,104,40,31.1861658168,15.5930829084,40,56,44.5714285714,7.8072005836,60.9523809524,0,0,0,0,0,0,0,0,0,52.0,40.0,56.0,104,0,0,0,0,0,0,4,160,2,112,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,2042131,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.6905365,2.448422751,510532.75,1020392.276,2041121,1,2042131,510532.75,1020392.276,2041121,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.448422751,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
84,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
406,53,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,150943.3962,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18867.92453,18867.92453,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,397,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,78085.6423173803,7556.6750629723,198.5,197.282791951,338,59,397,198.5,197.282791951,338,59,0,0.0,0.0,0,0,1,0,0,0,96,0,7556.6750629723,0.0,0,31,15.5,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,20.6666666667,10.3333333333,0.0,96,0,0,0,0,0,0,3,31,0,0,422,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1875,42,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,142857.1429,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
9595,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,194,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,92783.5051546392,20618.5567010309,64.6666666667,82.2090830343,158,3,194,97.0,132.9360748631,191,3,0,0.0,0.0,0,0,0,0,0,0,60,32,15463.9175257732,5154.6391752577,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,115,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5367384,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.745242002,1789128.0,3098116.699,5366525,98,5367384,2683692.0,3794098.814,5366525,859,0,0.0,0.0,0,0,0,0,0,0,104,40,0.558931502,0.186310501,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,99400,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,117032.1932,90.54325956,12425.0,34752.12625,98431,11,621,310.5,423.5569619,610,11,99342,19868.4,43918.43417,98431,49,0,0,0,0,72,132,30.18108652,60.36217304,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,111030241,225,307,4031,614435,406,0,17.9155555556,60.9867299513,4380,0,2001.4169381108,949.6966778098,5570.2481993172,4.7914873931,209096.49905838,1381875.57091185,10001688,0,110935418,495247.401785714,2114951.35627299,10096706,102,110935142,362533.14379085,1825053.06418044,10096901,0,0,0,0,0,4512,6272,2.0264749313,2.7650124618,0,4380,1160.3489681051,1217.8174942991,1483079.44942093,0,0,0,1,0,0,0,0,1,1162.530075188,17.9155555556,2001.4169381108,4512,0,0,0,0,0,0,225,4031,307,614435,8192,1181,224,20,502320.545454545,1350168.23178583,4573230,94702,9582717.45454545,1387388.45092514,10001688,5399584,BENIGN
53,168,2,2,78,110,39,39,39.0,0.0,55,55,55.0,0.0,1119047.61904762,23809.5238095238,56.0,57.4195088798,117,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11904.7619047619,11904.7619047619,39,55,45.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,56.75,39.0,55.0,64,0,0,0,0,0,0,2,78,2,110,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,195,2,2,88,472,44,44,44.0,0.0,236,236,236.0,0.0,2871794.87179487,20512.8205128205,65.0,105.6550992617,187,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,10256.4102564103,10256.4102564103,44,236,120.8,105.162731041,11059.2,0,0,0,0,0,0,0,0,1,151.0,44.0,236.0,40,0,0,0,0,0,0,2,88,2,472,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5127555,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.780098897,1709185.0,2959640.971,5126684,95,5127555,2563777.5,3624497.131,5126684,871,0,0.0,0.0,0,0,0,0,0,0,104,40,0.585074173,0.195024724,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
53,60997,2,2,104,220,52,52,52.0,0.0,110,110,110.0,0.0,5311.7366427857,65.5769955899,20332.3333333333,35210.5721954832,60990,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,32.788497795,32.788497795,52,110,75.2,31.7679083353,1009.2,0,0,0,0,0,0,0,0,1,94.0,52.0,110.0,40,0,0,0,0,0,0,2,104,2,220,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5685850,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.703500796,1895283.333,3281957.147,5684961,125,5685850,2842925.0,4019245.856,5684961,889,0,0.0,0.0,0,0,0,0,0,0,104,40,0.527625597,0.175875199,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,58687,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,198221.0711,136.3163903,8383.857143,21707.66601,57610,4,813,406.5,368.402633,667,146,58638,14659.5,28635.83781,57610,4,0,0,0,0,72,112,51.11864638,85.19774396,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,42,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,23809.52381,23809.52381,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
53,30458,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,4202.5083721847,65.6641933154,30458.0,0.0,30458,30458,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.8320966577,32.8320966577,56,72,61.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,20,0,0,0,0,0,0,1,56,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,248058,2,5,20,11601,20,0,10.0,14.14213562,7300,0,2320.2,3022.508098,46847.9146,28.2192068,41343.0,89667.26848,223305,16,24334,24334.0,0.0,24334,24334,248042,62010.5,108132.9705,223305,166,0,0,0,0,52,112,8.062630514,20.15657628,0,7300,1452.625,2579.543312,6654043.696,0,0,0,1,0,0,0,0,2,1660.142857,10.0,2320.2,52,0,0,0,0,0,0,2,20,5,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,5646956,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.708346231,1882318.667,3259514.676,5646082,116,5646956,2823478.0,3991764.858,5646082,874,0,0.0,0.0,0,0,0,0,0,0,104,40,0.531259673,0.177086558,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,1498411,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,7763.557529,5.338989102,214058.7143,565971.3387,1497561,4,606,303.0,318.1980515,528,78,1498407,374601.75,748639.5483,1497561,5,0,0,0,0,72,112,2.002120913,3.336868189,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,167,2,2,80,144,40,40,40.0,0.0,72,72,72.0,0.0,1341317.36526946,23952.0958083832,55.6666666667,56.8887803818,116,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11976.0479041916,11976.0479041916,40,72,52.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,66.0,40.0,72.0,64,0,0,0,0,0,0,2,80,2,144,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115759078,21,19,3135,4473,2549,0,149.2857142857,556.131472123,1400,0,235.4210526316,495.2133452462,65.7227072939,0.3455452539,2968181.48717949,4544579.87200051,10013148,3,115759078,5787953.9,4951326.83301742,10048015,3,110633892,6146327.33333333,5030770.64558041,10048256,3,0,0,0,0,680,616,0.1814112583,0.1641339956,0,2549,185.5609756098,517.4262772985,267729.952439024,0,0,0,1,0,0,0,0,0,190.2,149.2857142857,235.4210526316,680,0,0,0,0,0,0,21,3135,19,4473,29200,17376,4,32,45383.25,35573.8431745088,158345,34846,9601206.33333333,1420595.85515761,10013148,5090226,BENIGN
9944,16,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,375000.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,62500.0,62500.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
52048,141,3,1,43,6,31,6,14.3333333333,14.4337567297,6,6,6.0,0.0,347517.730496454,28368.7943262411,47.0,46.5080638169,94,1,47,23.5,31.8198051534,46,1,0,0.0,0.0,0,0,0,0,0,0,60,20,21276.5957446808,7092.1985815603,6,31,11.0,11.1803398875,125.0,0,0,0,0,1,0,0,0,0,13.75,14.3333333333,6.0,60,0,0,0,0,0,0,3,43,1,6,1129,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,79,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,236,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
53,1123498,6,2,180,164,30,30,30.0,0.0,82,82,82.0,0.0,306.1865708706,7.1206179272,160499.714285714,372342.463905526,1000430,2,1105164,221032.8,438047.090778149,1000430,2,2,2.0,0.0,2,2,0,0,0,0,120,40,5.3404634454,1.7801544818,30,82,41.5555555556,22.9298446959,525.7777777778,0,0,0,0,0,0,0,0,0,46.75,30.0,82.0,120,0,0,0,0,0,0,6,180,2,164,-1,-1,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
