Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
53,47833,1,1,55,94,55,55,55.0,0.0,94,94,94.0,0.0,3115.0042857442,41.8121380637,47833.0,0.0,47833,47833,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.9060690318,20.9060690318,55,94,68.0,22.5166604984,507.0,0,0,0,0,0,0,0,0,1,102.0,55.0,94.0,20,0,0,0,0,0,0,1,55,1,94,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,54849,2,2,62,148,31,31,31.0,0.0,74,74,74.0,0.0,3828.6933216649,72.9274918412,18283.0,31663.6208289576,54845,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,36.4637459206,36.4637459206,31,74,48.2,23.5520699727,554.7,0,0,0,0,0,0,0,0,1,60.25,31.0,74.0,64,0,0,0,0,0,0,2,62,2,148,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,112664272,12,12,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.2130222791,4898446.60869565,5205413.83930231,10216134,23881,112640064,10240005.8181818,9.2067169158,10240027,10239993,112639778,10239979.8181818,304.0219788705,10240363,10239418,0,0,0,0,384,384,0.1065111396,0.1065111396,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,384,0,0,0,0,0,0,12,0,12,0,237,61,0,32,24188.1818181818,200.5536427901,24494,23881,10215817.6363636,197.8697918974,10216134,10215533
60539,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.6363636364,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.8181818182,18181.8181818182,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,57,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,91133,2,2,122,300,61,61,61.0,0.0,150,150,150.0,0.0,4630.594844897,43.8918942644,30377.6666666667,52612.1979899465,91129,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,21.9459471322,21.9459471322,61,150,96.6,48.747307618,2376.3,0,0,0,0,0,0,0,0,1,120.75,61.0,150.0,64,0,0,0,0,0,0,2,122,2,300,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53875,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.8490566038,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18867.9245283019,18867.9245283019,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,118,319,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,60816567,15,12,1356,420,1078,0,90.4,279.493368181,244,0,35.0,77.9405367747,29.202569096,0.4439579761,2339098.73076923,4289445.105704,10029842,18,60816567,4344040.5,5137522.3398815,10080011,867,60762805,5523891.36363636,5228497.66663567,10080299,224,0,0,0,0,488,392,0.2466433201,0.1973146561,0,1078,63.4285714286,209.5044291181,43892.1058201058,0,0,0,1,0,0,0,0,0,65.7777777778,90.4,35.0,488,0,0,0,0,0,0,15,1356,12,420,29200,118,3,32,74412.0,58963.770374697,194771,50169,10018049.5,28448.4295717707,10029842,9959980
53,144,2,2,102,134,51,51,51.0,0.0,67,67,67.0,0.0,1638888.88888889,27777.7777777778,48.0,81.4063879557,142,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,13888.8888888889,13888.8888888889,51,67,57.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,71.75,51.0,67.0,64,0,0,0,0,0,0,2,102,2,134,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,95651,2,2,98,316,49,49,49.0,0.0,158,158,158.0,0.0,4328.2349374288,41.8186950476,31883.6666666667,55218.9344458342,95645,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,20.9093475238,20.9093475238,49,158,92.6,59.7017587681,3564.3,0,0,0,0,0,0,0,0,1,115.75,49.0,158.0,64,0,0,0,0,0,0,2,98,2,316,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
60655,4,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,250000.0,250000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,54,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,171,2,2,66,240,33,33,33.0,0.0,120,120,120.0,0.0,1789473.68421053,23391.8128654971,57.0,92.6660671443,164,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,11695.9064327485,11695.9064327485,33,120,67.8,47.6518625029,2270.7,0,0,0,0,0,0,0,0,1,84.75,33.0,120.0,40,0,0,0,0,0,0,2,66,2,240,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,182,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,1582417.58241758,21978.021978022,60.6666666667,99.0168335857,175,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,10989.010989011,10989.010989011,42,102,66.0,32.8633534503,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,64,0,0,0,0,0,0,2,84,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,60809,1,1,64,117,64,64,64.0,0.0,117,117,117.0,0.0,2976.533078985,32.8898682761,60809.0,0.0,60809,60809,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.444934138,16.444934138,64,117,81.6666666667,30.5995642671,936.3333333333,0,0,0,0,0,0,0,0,1,122.5,64.0,117.0,20,0,0,0,0,0,0,1,64,1,117,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,71367,1,1,44,90,44,44,44.0,0.0,90,90,90.0,0.0,1877.6185071532,28.0241568232,71367.0,0.0,71367,71367,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,14.0120784116,14.0120784116,44,90,59.3333333333,26.5581123827,705.3333333333,0,0,0,0,0,0,0,0,1,89.0,44.0,90.0,32,0,0,0,0,0,0,1,44,1,90,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
123,68026336,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.8224362988,0.0588007562,22675445.3333333,39229583.0491221,67973866,26042,67999908,67999908.0,0.0,67999908,67999908,68000294,68000294.0,0.0,68000294,68000294,0,0,0,0,64,40,0.0294003781,0.0294003781,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,26042.0,0.0,26042,26042,67973866.0,0.0,67973866,67973866
443,116469009,27,25,692,15234,319,0,25.6296296296,74.3252458135,2644,0,609.36,792.5170282082,136.7402379117,0.4464707002,2283706.05882353,4153589.4599515,10017142,5,116469009,4479577.26923077,4953206.08219348,10047918,61,111437343,4643222.625,5077728.81084605,10048030,40,0,0,0,0,872,808,0.2318213251,0.2146493751,0,2644,300.4905660377,616.0160656822,379475.793178519,0,0,0,1,0,0,0,0,0,306.2692307692,25.6296296296,609.36,872,0,0,0,0,0,0,27,692,25,15234,29200,126,4,32,109321.083333333,271772.923861567,972316,30776,9596424.58333333,1447328.28158127,10017142,5000582
33343,63,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31746.0317460317,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15873.0158730159,15873.0158730159,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,114,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,115955490,20,17,2062,2877,1427,0,103.1,332.4198201704,1418,0,169.2352941176,448.5211156417,42.5939297915,0.3190879535,3220985.83333333,4646024.30082066,10006181,3,115955490,6102920.52631579,4888402.38689471,10047997,3,110637250,6914828.125,4798062.7126718,10048065,216,0,0,0,0,648,552,0.1724799749,0.1466079786,0,1427,129.9736842105,381.173046241,145292.891180654,0,0,0,1,0,0,0,0,0,133.4864864865,103.1,169.2352941176,648,0,0,0,0,0,0,20,2062,17,2877,29200,362,4,32,51927.9166666667,34898.065751188,162744,41803,9611029.33333333,1365063.16762594,10006181,5276378
53,31230,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,3330.1312840218,64.0409862312,31230.0,0.0,31230,31230,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,32.0204931156,32.0204931156,44,60,49.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,32,0,0,0,0,0,0,1,44,1,60,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,64068876,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,1.1550069959,0.0312164053,64068876.0,0.0,64068876,64068876,64068876,64068876.0,0.0,64068876,64068876,0,0.0,0.0,0,0,1,0,0,0,64,0,0.0312164053,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,0,55.5,37.0,0.0,64,0,0,0,0,0,0,2,74,0,0,33304,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
47916,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,365,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,5241312,7,4,635,168,517,0,90.7142857143,190.7072051477,168,0,42.0,84.0,153.2059148549,2.0987111624,524131.2,1591820.19405004,5053659,3,5241312,873552.0,2091571.97927377,5142675,3,138882,46294.0,44464.1506497088,89298,501,0,0,0,0,232,136,1.335543467,0.7631676954,0,517,66.9166666667,150.8487854131,22755.3560606061,0,0,0,1,0,0,0,0,0,73.0,90.7142857143,42.0,232,0,0,0,0,0,0,7,635,4,168,29200,170,3,32,187650.0,0.0,187650,187650,5053659.0,0.0,5053659,5053659
443,195531,14,9,2095,4800,1368,0,149.6428571429,362.2284886946,1418,0,533.3333333333,663.5459667574,35262.9506318691,117.6284067488,8887.7727272727,15433.5917583994,37482,1,195531,15040.8461538462,23321.032673841,72655,1,158313,19789.125,21047.8516408784,44873,48,0,0,0,0,460,296,71.5998997601,46.0285069887,0,1418,287.2916666667,515.8654593026,266117.172101449,0,0,0,1,0,0,0,0,0,299.7826086957,149.6428571429,533.3333333333,460,0,0,0,0,0,0,14,2095,9,4800,65535,383,7,32,0.0,0.0,0,0,0.0,0.0,0,0
80,5572628,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7177941897,1857542.66666667,3192403.18925325,5543775,56,5572628,2786314.0,3899638.74391488,5543775,28853,0,0.0,0.0,0,0,0,0,0,0,104,40,0.5383456423,0.1794485474,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0
1900,3001242,52,0,9048,0,174,174,174.0,0.0,0,0,0.0,0.0,3014.7518927164,17.326160303,58847.8823529412,237724.815412581,1000940,1,3001242,58847.8823529412,237724.815412581,1000940,1,0,0.0,0.0,0,0,0,0,0,0,1352,0,17.326160303,0.0,174,174,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0,177.3461538462,174.0,0.0,1352,0,0,0,0,0,0,52,9048,0,0,-1,-1,51,20,0.0,0.0,0,0,0.0,0.0,0,0
443,116096185,27,28,829,26734,318,0,30.7037037037,72.9234661054,2920,0,954.7857142857,1100.0544214532,237.4152087771,0.4737451106,2149929.35185185,4087445.527066,10024509,4,116096185,4465237.88461538,4986738.80575507,10048004,4,110546181,4094303.0,5027417.58113304,10048406,41,0,0,0,0,560,572,0.2325657816,0.241179329,0,2920,492.1964285714,902.4792200004,814468.742532468,0,0,0,1,0,0,0,0,1,501.1454545455,30.7037037037,954.7857142857,560,0,0,0,0,0,0,27,829,28,26734,29200,292,26,20,28622.0833333333,17154.6889294196,83093,23491,9646059.66666667,1297385.03022765,10024509,5526393
53,61412,1,1,45,151,45,45,45.0,0.0,151,151,151.0,0.0,3191.558653032,32.5669250309,61412.0,0.0,61412,61412,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.2834625155,16.2834625155,45,151,80.3333333333,61.1991285341,3745.3333333333,0,0,0,0,0,0,0,0,1,120.5,45.0,151.0,20,0,0,0,0,0,0,1,45,1,151,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
54634,39,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,51282.0512820513,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,25641.0256410256,25641.0256410256,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,357,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,255,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,70588.2352941176,15686.2745098039,85.0,132.5782787639,238,4,242,121.0,165.4629867977,238,4,0,0.0,0.0,0,0,0,0,0,0,60,32,11764.7058823529,3921.568627451,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,123,2,20,0.0,0.0,0,0,0.0,0.0,0,0
53,238,2,2,58,90,29,29,29.0,0.0,45,45,45.0,0.0,621848.739495798,16806.7226890756,79.3333333333,95.9183680706,187,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,8403.3613445378,8403.3613445378,29,45,35.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,44.25,29.0,45.0,40,0,0,0,0,0,0,2,58,2,90,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
55513,3,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.666666667,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,3503750,3,1,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,8.847663218,1.1416339636,1167916.66666667,2001683.23449799,3479218,3,3503750,1751875.0,2477521.14194168,3503747,3,0,0.0,0.0,0,0,0,0,0,0,96,32,0.8562254727,0.2854084909,0,31,6.2,13.8636214605,192.2,0,0,0,0,1,0,0,0,0,7.75,10.3333333333,0.0,96,0,0,0,0,0,0,3,31,1,0,1444,1140,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,30546,1,1,81,209,81,81,81.0,0.0,209,209,209.0,0.0,9493.8780855104,65.4750212794,30546.0,0.0,30546,30546,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.7375106397,32.7375106397,81,209,123.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,185.5,81.0,209.0,32,0,0,0,0,0,0,1,81,1,209,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
50784,272,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11029.4117647059,136.0,179.6051224214,263,9,263,263.0,0.0,263,263,0,0.0,0.0,0,0,0,0,0,0,64,32,7352.9411764706,3676.4705882353,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,357,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,13085874,10,10,2905,5171,1186,0,290.5,481.8257522752,1460,2,517.1,645.0315151646,617.1540395391,1.5283656254,688730.210526316,2326446.91676116,9941065,4,13085427,1453936.33333333,3305738.5946959,9941065,197,13053541,1450393.44444444,3338207.79864196,9999437,4,0,0,0,0,212,204,0.7641828127,0.7641828127,0,1460,384.5714285714,558.8391156163,312301.157142857,0,0,0,1,0,0,0,0,1,403.8,290.5,517.1,212,0,0,0,0,0,0,10,2905,10,5171,8192,34394,9,20,3144362.0,0.0,3144362,3144362,9941065.0,0.0,9941065,9941065
80,26843,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,74.5073203442,26843.0,0.0,26843,26843,26843,26843.0,0.0,26843,26843,0,0.0,0.0,0,0,0,0,0,0,64,0,74.5073203442,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,264,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,64036874,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0312320055,64036874.0,0.0,64036874,64036874,64036874,64036874.0,0.0,64036874,64036874,0,0.0,0.0,0,0,0,0,0,0,64,0,0.0312320055,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,33304,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,66093,3,3,86,7,86,0,28.6666666667,49.6521231503,7,0,2.3333333333,4.0414518843,1407.1081657664,90.7811719849,13218.6,17383.1989806249,32307,4,33782,16891.0,21749.1903757358,32270,1512,33901,16950.5,23965.9701347557,33897,4,0,0,0,0,108,104,45.3905859925,45.3905859925,0,86,13.2857142857,32.1699356839,1034.9047619048,0,0,0,1,0,0,0,0,1,15.5,28.6666666667,2.3333333333,108,0,0,0,0,0,0,3,86,3,7,65535,57,1,32,0.0,0.0,0,0,0.0,0.0,0,0
50452,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,1120,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,3601865,5,3,528,79,510,0,105.6,226.0814012695,73,0,26.3333333333,40.5257120028,168.523806417,2.2210715837,514552.142857143,1245764.20825016,3337766,97,3601865,900466.25,1626209.19623243,3337766,132,110975,55487.5,69625.2692095334,104720,6255,0,0,0,0,112,72,1.3881697398,0.8329018439,0,510,67.4444444444,167.5687255361,28079.2777777778,0,0,0,1,0,0,0,0,0,75.875,105.6,26.3333333333,112,0,0,0,0,0,0,5,528,3,79,8192,119,4,20,0.0,0.0,0,0,0.0,0.0,0,0
53,421,1,1,47,108,47,47,47.0,0.0,108,108,108.0,0.0,368171.021377672,4750.593824228,421.0,0.0,421,421,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2375.296912114,2375.296912114,47,108,67.3333333333,35.2183664206,1240.3333333333,0,0,0,0,0,0,0,0,1,101.0,47.0,108.0,32,0,0,0,0,0,0,1,47,1,108,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,47645,3,4,443,872,437,0,147.6666666667,250.5879752369,860,0,218.0,428.0093456924,27599.9580228775,146.9199286389,7940.8333333333,11958.1599992084,23476,2,23893,11946.5,16047.7883990287,23294,599,24369,8123.0,13831.0943529426,24093,2,0,0,0,0,72,92,62.9656837024,83.9542449365,0,860,164.375,319.4915324163,102074.839285714,0,0,0,1,0,0,0,0,1,187.8571428571,147.6666666667,218.0,72,0,0,0,0,0,0,3,443,4,872,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0
53,207,2,2,88,292,44,44,44.0,0.0,146,146,146.0,0.0,1835748.79227053,19323.6714975845,69.0,114.3153532995,201,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9661.8357487923,9661.8357487923,44,146,84.8,55.8677008655,3121.2,0,0,0,0,0,0,0,0,1,106.0,44.0,146.0,64,0,0,0,0,0,0,2,88,2,292,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,287,2,2,68,212,34,34,34.0,0.0,106,106,106.0,0.0,975609.756097561,13937.2822299652,95.6666666667,161.3701748569,282,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,80,80,6968.6411149826,6968.6411149826,34,106,62.8,39.4360241404,1555.2,0,0,0,0,0,0,0,0,1,78.5,34.0,106.0,80,0,0,0,0,0,0,2,68,2,212,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
53,30928,2,2,62,424,31,31,31.0,0.0,212,212,212.0,0.0,15713.916192447,129.3326435592,10309.3333333333,17812.1360407261,30877,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,40,64.6663217796,64.6663217796,31,212,103.4,99.1377829084,9828.3,0,0,0,0,0,0,0,0,1,129.25,31.0,212.0,64,0,0,0,0,0,0,2,62,2,424,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,60168,1,1,46,78,46,46,46.0,0.0,78,78,78.0,0.0,2060.8961574259,33.2402606036,60168.0,0.0,60168,60168,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.6201303018,16.6201303018,46,78,56.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,85.0,46.0,78.0,20,0,0,0,0,0,0,1,46,1,78,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
62680,214,2,1,37,6,31,6,18.5,17.6776695297,6,6,6.0,0.0,200934.579439252,14018.691588785,107.0,103.2375900532,180,34,214,214.0,0.0,214,214,0,0.0,0.0,0,0,1,0,0,0,40,20,9345.7943925234,4672.8971962617,6,31,18.5,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,24.6666666667,18.5,6.0,40,0,0,0,0,0,0,2,37,1,6,31,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,5237028,4,4,1084,354,1084,0,271.0,542.0,354,0,88.5,177.0,274.5832178098,1.5275839656,748146.857142857,1876174.37144014,5001046,29,235982,78660.6666666667,68063.6940617635,118204,68,5119406,1706468.66666667,2853824.95351175,5001075,58,0,0,0,0,136,136,0.7637919828,0.7637919828,0,1084,159.7777777778,365.8229687218,133826.444444444,0,0,0,1,0,0,0,0,1,179.75,271.0,88.5,136,0,0,0,0,0,0,4,1084,4,354,29200,244,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,31579,2,2,64,340,32,32,32.0,0.0,170,170,170.0,0.0,12793.3120111466,126.6664555559,10526.3333333333,18188.8587144255,31529,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,64,64,63.333227778,63.333227778,32,170,87.2,75.5857129357,5713.2,0,0,0,0,0,0,0,0,1,109.0,32.0,170.0,64,0,0,0,0,0,0,2,64,2,340,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,118442523,49,72,3724,102964,1071,0,76.0,205.9392102863,4344,0,1430.0555555556,1086.9387415379,900.7575767362,1.0215925576,987021.025,2962330.59668772,10251501,1,118442523,2467552.5625,4312065.88423928,10251501,17,115251777,1623264.46478873,3721888.75259695,10275194,1,0,0,0,0,1576,2312,0.4137027713,0.6078897863,0,4344,874.4918032787,1076.2160237073,1158240.92968432,0,0,0,1,0,0,0,0,1,881.7190082645,76.0,1430.0555555556,1576,0,0,0,0,0,0,49,3724,72,102964,29200,1179,9,32,257914.0,776858.336229328,2600230,23594,10219523.4545455,10606.1144757507,10251501,10216136
443,1076607,14,10,848,7049,373,0,60.5714285714,116.2925450919,1408,0,704.9,657.1800784835,7335.0814178247,22.2922570632,46809.0,124460.595605049,559906,0,1076607,82815.9230769231,158991.149329903,559906,1,1010454,112272.666666667,215863.485306686,613305,49,0,0,0,0,460,328,13.0038166202,9.288440443,0,1408,315.88,523.9466671332,274520.11,0,0,0,1,0,0,0,0,0,329.0416666667,60.5714285714,704.9,460,0,0,0,0,0,0,14,848,10,7049,65535,237,6,32,0.0,0.0,0,0,0.0,0.0,0,0
4922,265,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,45283.0188679245,7547.1698113208,265.0,0.0,265,265,265,265.0,0.0,265,265,0,0.0,0.0,0,0,0,0,0,0,40,0,7547.1698113208,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,8004,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,117599117,20,15,2543,1431,824,0,127.15,296.7886497688,501,0,95.4,186.7250843964,33.7927707399,0.2976212823,3458797.55882353,4682533.70607945,10188033,70,117599117,6189427.21052632,4906203.61464866,10336013,204,114398079,8171291.35714286,4117056.09549353,10336164,157148,0,0,0,0,420,312,0.1700693042,0.1275519781,0,824,110.3888888889,249.7363498661,62368.2444444444,0,0,0,1,0,0,0,0,0,113.5428571429,127.15,95.4,420,0,0,0,0,0,0,20,2543,15,1431,29200,512,19,20,310414.454545455,538438.318875127,1933867,147911,10089399.0,49520.9404535092,10188033,9968004
